"CPUName","CPUPrice","CPUScore"
"Intel Pentium G3470 @ 3.60GHz",314.15,2428
"AMD A12-9700P",NA,2428
"AMD Athlon II X4 650",166.6,2426
"Intel Core i5-4350U @ 1.40GHz",NA,2425
"Intel Core i7-2620M @ 2.70GHz",78.77,2425
"Samsung Exynos",NA,2423
"AMD Athlon II X4 553",NA,2418
"Intel Core i7-3667U @ 2.00GHz",NA,2416
"Intel Xeon X3360 @ 2.83GHz",39.99,2412
"Intel Xeon L3360 @ 2.83GHz",89.23,2412
"AMD Phenom II X4 840",30,2410
"MT8395AV/ZA",NA,2410
"ARM Phytium,D2000/8 8 Core 2000 MHz",NA,2409
"Intel Core2 Extreme X9650 @ 3.00GHz",859.99,2404
"Intel Celeron 7305E",107,2404
"Intel Pentium J4205 @ 1.50GHz",NA,2404
"AMD Phenom II X4 B95",62.02,2401
"AMD Phenom II X4 850",64.99,2400
"Intel Pentium G4500T @ 3.00GHz",NA,2399
"T700-Unisoc",NA,2398
"Intel Core i5-2560M @ 2.70GHz",NA,2397
"Intel Atom C2758 @ 2.40GHz",214.86,2397
"Intel Core i5-660 @ 3.33GHz",149.95,2394
"Intel Xeon X5450 @ 3.00GHz",49.96,2394
"Intel Celeron G4900 @ 3.10GHz",68.02,2394
"AArch64 rev 2 (aarch64)",NA,2391
"Qualcomm SDM630",NA,2388
"AMD Phenom II X4 945",44.04,2387
"MediaTek MT6771V/WT",NA,2387
"Intel Core i7-3517UE @ 1.70GHz",NA,2384
"Qualcomm Technologies, Inc SDM665",NA,2382
"Mediatek MT8768N",NA,2382
"AMD Opteron 4170 HE",329.95,2382
"AMD Phenom II X4 B50",NA,2379
"Intel Core i3-3245 @ 3.40GHz",60,2379
"AMD Phenom II X4 977",NA,2377
"Apple A8X",NA,2376
"ARM Cortex-A76 4 Core 2700 MHz",NA,2375
"Intel Xeon E5440 @ 2.83GHz",37.99,2374
"AMD A8-3850 APU",68.02,2374
"Intel Celeron G6900TE",NA,2373
"Intel Xeon E5-2403 @ 1.80GHz",30,2367
"Intel Core i5-2540M @ 2.60GHz",79.97,2367
"Intel Xeon E5606 @ 2.13GHz",29,2365
"Intel Atom T5700 @ 1.70GHz",NA,2363
"AMD Phenom II X4 960T",52.02,2362
"Intel Xeon X3363 @ 2.83GHz",87.6,2358
"AMD Phenom II X4 940",211.77,2358
"Intel Celeron G3920 @ 2.90GHz",1083.82,2358
"Intel Pentium 6405U @ 2.40GHz",161,2356
"Intel Core i3-6102E @ 1.90GHz",225,2349
"Intel Core2 Extreme X9750 @ 3.16GHz",NA,2348
"AMD Athlon II X4 645",64.04,2348
"Intel Core2 Quad Q9550 @ 2.83GHz",48.02,2348
"Intel Core i7-3537U @ 2.00GHz",NA,2347
"AMD Opteron 4130",189.95,2347
"Intel Core m5-6Y57 @ 1.10GHz",NA,2345
"Intel Pentium G4400T @ 2.90GHz",99.99,2344
"AMD PRO A10-8730B",NA,2344
"AMD A10-9600P",NA,2333
"Intel Xeon X5365 @ 3.00GHz",129.95,2331
"AMD Phenom II X4 840T",58.02,2330
"Intel Core m7-6Y75 @ 1.20GHz",NA,2329
"MediaTek MT6768V/CA",NA,2328
"Intel Celeron G3950 @ 3.00GHz",143,2322
"AMD A8-3870K APU",68.04,2321
"ARM Cortex-A76 4 Core 2600 MHz",NA,2321
"Intel Core i3-3240 @ 3.40GHz",14.99,2321
"Intel Xeon E5-2603 @ 1.80GHz",404.4,2319
"AMD Phenom II X4 B35",NA,2319
"AMD Athlon II X4 641 Quad-Core",11.78,2313
"Intel Core i5-4210U @ 1.70GHz",NA,2309
"Intel Core i3-2140 @ 3.50GHz",NA,2307
"Intel Xeon X3430 @ 2.40GHz",165.23,2305
"Intel Core i5-3437U @ 1.90GHz",NA,2304
"Intel Core2 Extreme Q6850 @ 3.00GHz",1495.95,2304
"AMD Phenom II X4 B70",NA,2303
"Intel Core i5-4260U @ 1.40GHz",NA,2302
"AMD A10-6700T APU",88.02,2299
"MT6771V/WL",NA,2299
"Allwinner A527",NA,2297
"Intel Celeron G4930T @ 3.00GHz",42,2297
"Intel Xeon E3-1220L @ 2.20GHz",NA,2295
"AMD PRO A8-9600B",NA,2292
"ARM Cortex-A72 4 Core 2208 MHz",NA,2290
"Intel Xeon E5472 @ 3.00GHz",20.04,2286
"Intel Pentium 1403 v2 @ 2.60GHz",NA,2284
"Intel Xeon X3353 @ 2.66GHz",73.5,2283
"AMD Opteron 3260 HE",NA,2283
"Intel Core i3-6006U @ 2.00GHz",NA,2281
"Intel Core i7-860S @ 2.53GHz",100,2280
"AMD Athlon X4 730",NA,2278
"Intel Xeon L5520 @ 2.27GHz",29,2274
"Mediatek MT8768CX",NA,2274
"Intel Core i7-4550U @ 1.50GHz",NA,2272
"AMD Phenom II X4 925",20.76,2272
"ARM - 8 Core 2208 MHz",NA,2270
"Intel Core m5-6Y54 @ 1.10GHz",NA,2269
"AMD Phenom II X4 B45",NA,2267
"Intel Celeron N4505 @ 2.00GHz",NA,2266
"Qualcomm Technologies, Inc SM6125",NA,2266
"Unisoc ums9230",NA,2266
"Intel Core i3-3220 @ 3.30GHz",49.95,2264
"Intel Xeon X3350 @ 2.66GHz",59.99,2263
"Samsung Exynos 9610",NA,2263
"Intel Xeon L5430 @ 2.66GHz",219,2260
"Intel Celeron J3455 @ 1.50GHz",349,2255
"Intel Core i5-3427U @ 1.80GHz",420.05,2254
"mt6779",NA,2251
"Intel Pentium 5405U @ 2.30GHz",161,2250
"AMD Athlon II X4 638 Quad-Core",62.85,2250
"Intel Celeron G3930 @ 2.90GHz",57.38,2249
"Intel Core i5-650 @ 3.20GHz",46.16,2248
"Intel Xeon E3-1220L V2 @ 2.30GHz",177.66,2248
"AMD A10-8700P",NA,2245
"AMD Athlon II X4 640",11.99,2245
"Intel Celeron N6211 @ 1.20GHz",54,2245
"Intel Pentium 4417U @ 2.30GHz",161,2242
"AMD A8-8600P",NA,2240
"Intel Celeron G4900T @ 2.90GHz",59.95,2239
"Intel Core i3-3225 @ 3.30GHz",167,2239
"AMD Phenom II X4 B40",NA,2238
"Intel Core i5-2520M @ 2.50GHz",33.87,2238
"Intel Core i7-3555LE @ 2.50GHz",NA,2238
"Intel Xeon E5430 @ 2.66GHz",229.95,2238
"AMD Athlon II X4 635",58.02,2237
"Qualcomm Technologies, Inc SDM662",NA,2237
"Intel Pentium 4415U @ 2.30GHz",NA,2232
"Intel Pentium G3460 @ 3.50GHz",125,2231
"MT6769V",NA,2229
"MT6969T",NA,2228
"Intel Core i3-3210 @ 3.20GHz",29.99,2227
"MediaTek MT6771V/WM",NA,2225
"Intel Core2 Quad Q9500 @ 2.83GHz",49.01,2224
"ARM Kryo-3XX-Gold 4 Core 1766 MHz",NA,2222
"Intel Celeron G3930TE @ 2.70GHz",42,2218
"MediaTek MT6797X",NA,2212
"AMD PRO A10-8700B",NA,2212
"Snapdragon 835",NA,2211
"Intel Core i7-940XM @ 2.13GHz",NA,2209
"Intel Core i3-5020U @ 2.20GHz",459,2208
"Intel Celeron G5905T @ 3.30GHz",42,2206
"AMD Phenom II X4 973",NA,2204
"Intel Pentium G3440 @ 3.30GHz",51.55,2202
"Intel Xeon X5472 @ 3.00GHz",225,2197
"Qualcomm Technologies, Inc SDM636",NA,2196
"Qualcomm SDM439",NA,2195
"Intel Celeron J3455E @ 1.50GHz",NA,2193
"Intel Core i3-21050 @ 3.10GHz",NA,2193
"ARM Cortex-A72 4 Core 2016 MHz",NA,2192
"MediaTek MT6769V/WB",NA,2192
"Intel Pentium G4400TE @ 2.40GHz",64,2190
"AMD PRO A8-8600B",NA,2190
"Intel Core i3-5010U @ 2.10GHz",299.86,2189
"Intel Core2 Quad Q9450 @ 2.66GHz",35.7,2186
"Mediatek MT6765V/WA",NA,2186
"Intel Core i5-4200U @ 1.60GHz",NA,2181
"Intel Pentium G3450 @ 3.40GHz",52.05,2178
"Intel Xeon E5462 @ 2.80GHz",226,2178
"Intel Atom C2750 @ 2.41GHz",NA,2174
"AMD A8-3820 APU",44.95,2174
"AMD A6-3670 APU",54.95,2174
"Intel Core i5-8200Y @ 1.30GHz",291,2174
"Intel Pentium N4200 @ 1.10GHz",228.71,2170
"Mediatek MT8786",NA,2167
"Intel Core m3-6Y30 @ 0.90GHz",281,2165
"Intel Celeron G3900 @ 2.80GHz",15.98,2165
"Samsung Exynos 7420",NA,2164
"AMD Phenom II X4 B93",NA,2159
"AMD A8-7690K",NA,2157
"AMD Phenom II X4 920",27.89,2156
"Intel Core2 Quad Q9505 @ 2.83GHz",49.99,2156
"Intel Celeron G5900T @ 3.20GHz",42,2155
"AMD A8-7200P",NA,2154
"AMD Athlon II X4 630",48.04,2153
"AMD FirePro A320 APU",NA,2153
"Intel Core i5-4250U @ 1.30GHz",349,2149
"Qualcomm Technologies, Inc APQ8053",NA,2149
"ARM Cortex-A76 4 Core 2400 MHz",NA,2147
"Intel Core2 Extreme Q6800 @ 2.93GHz",1125,2145
"Intel Xeon L5420 @ 2.50GHz",27.5,2143
"QTI MSM8937",NA,2142
"Qualcomm Technologies, Inc MSM8976SG",NA,2139
"MT6765H",NA,2132
"Intel Core2 Quad Q9400 @ 2.66GHz",25.05,2132
"AMD Phenom II X4 910e",69.9,2131
"MediaTek MT6763V/CE",NA,2130
"Qualcomm MSM8956",NA,2127
"Intel Pentium G3430 @ 3.30GHz",92.1,2127
"AMD Athlon II X4 631 Quad-Core",12.31,2122
"Qualcomm Technologies, Inc SM4250",NA,2120
"AMD Athlon X4 640",NA,2115
"Hardkernel ODROID-N2Plus",NA,2115
"Intel Xeon X3330 @ 2.66GHz",210,2111
"AMD Phenom II X4 B25",NA,2108
"Intel Pentium 4405U @ 2.10GHz",NA,2107
"Intel Pentium G3440T @ 2.80GHz",NA,2107
"AMD A10-7400P",NA,2100
"AMD 3015Ce",NA,2099
"MT6797M",NA,2099
"Mediatek MT6765H",NA,2098
"Qualcomm Technologies, Inc SDM632",NA,2097
"Intel Atom x7-E3950 @ 1.60GHz",NA,2096
"Intel Core i5-3337U @ 1.80GHz",225,2093
"Samsung Exynos7870",NA,2093
"Intel Core2 Quad Q6700 @ 2.66GHz",129.95,2093
"Intel Pentium G3260 @ 3.30GHz",59.9,2092
"Intel Pentium G2140 @ 3.30GHz",45,2092
"Samsung Exynos 850",NA,2091
"Intel Core i7-3517U @ 1.90GHz",NA,2087
"Intel Core i3-2125 @ 3.30GHz",152,2083
"AMD Phenom II X4 820",52.02,2081
"Intel Celeron 6305 @ 1.80GHz",NA,2080
"AMD Opteron 1389",NA,2079
"Intel Pentium G3258 @ 3.20GHz",42,2078
"AMD Athlon II X4 655",NA,2078
"AMD Opteron 2384",1166,2074
"Intel Core i5-2450M @ 2.50GHz",74.02,2072
"Intel Core i7-610E @ 2.53GHz",NA,2071
"AMD Phenom II X4 830",19.01,2070
"AMD A6-3650 APU",128,2070
"Intel Core i7-640M @ 2.80GHz",141.85,2069
"Intel Core i5-2435M @ 2.40GHz",NA,2067
"Apple A9",NA,2067
"QTI MSM8953",NA,2065
"Intel Core2 Quad Q8400 @ 2.66GHz",128.88,2064
"AMD Opteron 3250 HE",99,2061
"AMD Opteron 4162 EE",19.99,2058
"Intel Xeon X3230 @ 2.66GHz",349.95,2052
"AMD A10-5750M APU",78.02,2050
"AMD A8-3800 APU",40,2049
"SAMSUNG Exynos7420",NA,2047
"rk3399",NA,2046
"Intel Core i3-3240T @ 2.90GHz",NA,2046
"Intel Core i3-2130 @ 3.40GHz",60.73,2043
"Qualcomm Technologies, Inc SDM460",NA,2041
"Intel Celeron G3930T @ 2.70GHz",32.99,2040
"Intel Celeron G3900E @ 2.40GHz",107,2034
"Intel Xeon X5355 @ 2.66GHz",299.95,2033
"Intel Core M-5Y71 @ 1.20GHz",281,2032
"MediaTek MT8768CT",NA,2031
"Intel Core i3-2102 @ 3.10GHz",58,2029
"Intel Xeon E7- 2830 @ 2.13GHz",1779,2027
"Intel Core i3-5005U @ 2.00GHz",308,2024
"Intel Core i3-4330TE @ 2.40GHz",NA,2022
"Giada JHS558 (Android)",NA,2022
"Intel Xeon E5420 @ 2.50GHz",249.95,2022
"Intel Celeron G3900T @ 2.60GHz",112.46,2020
"AMD Athlon II X4 620",54.95,2018
"Intel Core i5-655K @ 3.20GHz",76.87,2017
"Intel Core i5-3317U @ 1.70GHz",225,2016
"Intel Pentium G3450T @ 2.90GHz",NA,2016
"Intel Core2 Extreme Q9200 @ 2.40GHz",NA,2011
"Intel Core M-5Y51 @ 1.10GHz",NA,2010
"Intel Celeron 6305E @ 1.80GHz",107,2008
"AMD Athlon II X3 460",16.64,2008
"Intel Xeon E5410 @ 2.33GHz",88,2007
"AMD Phenom II X4 810",213,2003
"Intel Core i5-2430M @ 2.40GHz",62.02,2001
"AMD Athlon II X4 615e",59,2000
"Intel Core i7-2655LE @ 2.20GHz",NA,1999
"AMD A10-5757M APU",NA,1998
"AMD Athlon II X4 605e",15,1997
"Intel Celeron N6210 @ 1.20GHz",54,1995
"AMD Opteron 2427",55,1995
"MediaTek MT8768WT",NA,1995
"Intel Pentium G3250 @ 3.20GHz",44.55,1988
"Intel Xeon X3320 @ 2.50GHz",229.5,1986
"Intel Celeron N3450 @ 1.10GHz",185.08,1986
"Intel Core2 Quad Q9300 @ 2.50GHz",38.04,1984
"Qualcomm Technologies, Inc 450",NA,1978
"Intel Core i7-620M @ 2.67GHz",174.95,1975
"Intel Xeon X3220 @ 2.40GHz",66.14,1973
"Intel Celeron N4500 @ 1.10GHz",NA,1969
"AMD FX-7500 APU",NA,1967
"Intel Core i7-3689Y @ 1.50GHz",NA,1967
"Intel Core2 Extreme Q9300 @ 2.53GHz",NA,1966
"AMD Athlon II X4 610e",16.6,1964
"MT8169A",NA,1962
"Intel Core i3-4025U @ 1.90GHz",NA,1961
"AMD Phenom II X4 805",173.99,1959
"Intel Core i3-2120 @ 3.30GHz",11.99,1956
"Intel Atom x5-E3940 @ 1.60GHz",NA,1953
"Intel Atom E3900 @ 1.60GHz",NA,1953
"Intel Core i5-580M @ 2.67GHz",99.95,1951
"Intel Core i7-920XM @ 2.00GHz",398.95,1950
"Intel Pentium G3420 @ 3.20GHz",79.99,1949
"Qualcomm Technologies, Inc QCS610",NA,1949
"Intel Core i5-2415M @ 2.30GHz",NA,1949
"Intel Core i3-4120U @ 2.00GHz",NA,1948
"AMD Phenom 9850B Quad-Core",NA,1946
"Intel Core i7-840QM @ 1.87GHz",338.9,1945
"Intel Xeon E5506 @ 2.13GHz",88.63,1944
"MT6757W",NA,1941
"Intel Core i5-2410M @ 2.30GHz",42.02,1941
"Intel Pentium G3240 @ 3.10GHz",68,1940
"Intel Core i3-3220T @ 2.80GHz",59.4,1940
"Allwinner h728",NA,1940
"Intel Xeon L5410 @ 2.33GHz",100.08,1940
"AMD A10-4600M APU",72.02,1938
"AMD Phenom II X4 905e",53.99,1936
"Intel Xeon X6550 @ 2.00GHz",79,1936
"Intel Xeon E5603 @ 1.60GHz",89,1935
"AMD A8-6500T APU",59.95,1929
"Intel Xeon E5507 @ 2.27GHz",100,1928
"Intel Pentium G2130 @ 3.20GHz",43.64,1926
"Qualcomm Technologies, Inc SDM630",NA,1921
"Intel Core i3-4158U @ 2.00GHz",NA,1921
"AMD Opteron 3320 EE",512,1918
"Intel Core2 Quad Q9100 @ 2.26GHz",385.89,1915
"AMD A10 PRO-7350B APU",NA,1915
"MT8768CA",NA,1912
"Qualcomm Technologies, Inc BENGAL-IOT",NA,1912
"Intel Core i7-2677M @ 1.80GHz",NA,1912
"Intel Pentium G3420T @ 2.70GHz",159.99,1912
"AMD Opteron X2170 APU",NA,1911
"P22",NA,1908
"Intel Core i5-3439Y @ 1.50GHz",NA,1907
"Intel Core i5-4422E @ 1.80GHz",266,1907
"AMD PRO A6-8570",NA,1906
"AMD Phenom II X4 B05e",NA,1906
"AMD Athlon 5370 APU",598.68,1905
"Intel Core i5-560M @ 2.67GHz",79.97,1905
"Intel Core M-5Y10a @ 0.80GHz",NA,1905
"MediaTek MT6797",NA,1903
"AMD Opteron 2419 EE",NA,1902
"Intel Core i3-3130M @ 2.60GHz",NA,1900
"Intel Celeron G1850 @ 2.90GHz",59,1900
"Intel Core M-5Y31 @ 0.90GHz",NA,1899
"AMD Opteron 1385",45,1898
"HiSilicon Kirin 659",NA,1893
"Intel Pentium G3220 @ 3.00GHz",29.99,1892
"Intel Core2 Quad Q8300 @ 2.50GHz",79.1,1892
"Intel Pentium G2120 @ 3.10GHz",39.6,1892
"MT6765V/WB",NA,1891
"MediaTek MT6765V/CB",NA,1890
"Intel Core i5-2510E @ 2.50GHz",NA,1889
"Intel Atom C3538 @ 2.10GHz",75,1889
"Intel Core M-5Y10c @ 0.80GHz",281,1887
"AMD Phenom 9950 Quad-Core",199.99,1884
"AMD PRO A6-8550B",NA,1882
"Intel Core i5-2515E @ 2.50GHz",NA,1882
"AMD Athlon II X3 455",25.76,1879
"Allwinner A523",NA,1878
"Intel Core i3-4030U @ 1.90GHz",NA,1873
"AMD A6-9500",40,1869
"Intel Xeon E5345 @ 2.33GHz",14.99,1868
"AMD Opteron 2378",14.49,1864
"Intel Core i3-5015U @ 2.10GHz",NA,1863
"AMD A8-5550M APU",NA,1862
"Rockchip RK3399 EVB IND LPDDR4 Board lvds (Android",NA,1862
"Intel Core i3-4110U @ 1.90GHz",NA,1860
"Intel Core i3-2100 @ 3.10GHz",49,1856
"Intel Core i7-2637M @ 1.70GHz",NA,1854
"Intel Core i5-4230U @ 1.90GHz",NA,1853
"Intel Pentium 1403 @ 2.60GHz",NA,1851
"ARM Cortex-A53 6 Core 1896 MHz",NA,1851
"Intel Celeron G3900TE @ 2.30GHz",41.95,1850
"AMD A6-3620 APU",22.49,1848
"Intel Core i3-4100E @ 2.40GHz",225,1848
"AMD Athlon II X3 450",25.95,1847
"MediaTek MT6757V",NA,1846
"Intel Core i3-2310E @ 2.10GHz",225,1845
"AMD Phenom II X3 B77",22.29,1844
"AMD Phenom 9750 Quad-Core",48.02,1843
"MediaTek MT6765V/CA",NA,1842
"Intel Pentium G3260T @ 2.90GHz",49.99,1837
"Intel Core i3-2105 @ 3.10GHz",112.97,1837
"Intel Xeon X3323 @ 2.50GHz",19.36,1837
"AMD A6-7480",34.82,1836
"Samsung Exynos 7885",NA,1835
"Samsung Exynos 7904",NA,1834
"Intel Atom x6211E @ 1.30GHz",35,1833
"Intel Core i7-740QM @ 1.73GHz",189.95,1829
"MT6765",NA,1825
"AMD Phenom II X4 B15e",NA,1825
"Intel Core i3-2330E @ 2.20GHz",NA,1823
"Intel Core M-5Y70 @ 1.10GHz",NA,1823
"AMD Athlon II X3 445",14.99,1823
"AMD Phenom 9600B Quad-Core",39.95,1822
"ARM Cortex-A73 4 Core 1989 MHz",NA,1820
"Qualcomm Technologies, Inc MSM8953",NA,1820
"MT6765V/WA",NA,1820
"Intel Core2 Quad Q6600 @ 2.40GHz",37.91,1818
"AMD A8-7410 APU",NA,1815
"AArch64 rev 4 (aarch64)",NA,1813
"Snapdragon 8cx Gen 3 @ 3.0",NA,1811
"AMD Athlon X4 620",64.95,1810
"Mediatek MT6762",NA,1810
"Intel Pentium G3250T @ 2.80GHz",49.99,1809
"Spreadtrum T603",NA,1809
"Intel Core i5-540M @ 2.53GHz",70,1808
"Intel Celeron 4305U @ 2.20GHz",107,1807
"Samsung Exynos 7880",NA,1807
"AMD GX-424CC SOC",NA,1803
"AMD A8-5557M APU",NA,1801
"AMD A6-7470K",89,1799
"AMD Phenom II X940 Quad-Core",NA,1797
"AMD Opteron 1381",NA,1797
"AMD GX-420MC SOC",NA,1796
"Intel Atom C3508 @ 1.60GHz",87.75,1796
"AMD Athlon II X4 600e",19.85,1795
"MT6763V/CT",NA,1794
"AMD PRO A4-3350B APU",NA,1790
"AMD Athlon X4 530",NA,1786
"MediaTek MT6757CD",NA,1786
"AMD GX-420CA SOC",NA,1785
"AMD PRO A6-9500",74,1784
"AMD Phenom X4 Quad-Core GP-9730",NA,1784
"AMD Athlon 5350 APU",147.83,1783
"AMD Athlon X3 455",NA,1783
"Intel Core2 Quad Q8200 @ 2.33GHz",63.99,1782
"AMD A10-5745M APU",NA,1782
"AMD Athlon X3 435",95.49,1781
"AMD Phenom II X3 B75",49.95,1781
"Intel Core i3-4000M @ 2.40GHz",58.12,1781
"Qualcomm Technologies, Inc MSM8976",NA,1778
"Intel Celeron G1840 @ 2.80GHz",117.86,1777
"AMD Phenom II X4 910",100,1776
"Intel Core i7-820QM @ 1.73GHz",129,1775
"AMD R-464L APU",NA,1773
"AMD A8-6410 APU",NA,1771
"ASUS Tinker Board 2/2S",NA,1771
"MT6757WD",NA,1771
"Mediatek MT6765V/WB",NA,1771
"Intel Xeon L5408 @ 2.13GHz",NA,1769
"AMD Phenom II N830 3+1",NA,1768
"AMD A10-4657M APU",NA,1759
"AMD A6-9500E",57.36,1756
"Intel Pentium G2030 @ 3.00GHz",59.53,1748
"AMD Opteron 2373 EE",NA,1744
"AMD A10-7300 APU",NA,1742
"HP Hexa-Core 2.0GHz",504.27,1741
"Intel Xeon L5335 @ 2.00GHz",18.79,1737
"MT6752M",NA,1735
"MT6762",NA,1735
"AMD Opteron 2356",71.95,1733
"Intel Celeron 3965U @ 2.20GHz",107,1732
"Qualcomm Technologies, Inc APQ8096",NA,1731
"MT6752",NA,1728
"AMD A6-7310 APU",NA,1724
"AMD Phenom X2 Dual-Core GE-6060",NA,1722
"AMD Phenom 9650 Quad-Core",39.99,1721
"Intel Core i5-2557M @ 1.70GHz",NA,1720
"Intel Core i5-520M @ 2.40GHz",100,1718
"Intel Xeon E5405 @ 2.00GHz",235.49,1718
"Intel Celeron G1820 @ 2.70GHz",39.99,1718
"AMD Phenom 9850 Quad-Core",129.99,1712
"AMD Athlon II X3 440",14.66,1712
"Mediatek MT6765",NA,1710
"QTI SDM450",NA,1708
"Intel Celeron G1630 @ 2.80GHz",69.99,1707
"Unisoc UIS8581A",NA,1704
"Intel Pentium 4425Y @ 1.70GHz",161,1704
"AMD Opteron 1356",89.99,1703
"Intel Core i3-3120M @ 2.50GHz",263.19,1701
"AMD Phenom FX-5200 Quad-Core",NA,1699
"Intel Celeron 4305UE @ 2.00GHz",NA,1699
"AMD A6-3600 APU",24.95,1697
"MediaTek MT8768WA",NA,1696
"Intel Atom x6211E @ 1.20GHz",35,1695
"Intel Pentium G2100T @ 2.60GHz",NA,1691
"Intel Pentium G2020 @ 2.90GHz",34.99,1690
"AMD A8-3550MX APU",NA,1687
"AMD Phenom II N970 Quad-Core",149.99,1687
"Intel Core i7-2617M @ 1.50GHz",NA,1687
"AMD A8-4500M APU",48.02,1687
"AMD A9-9430",NA,1678
"Qualcomm Technologies, Inc APQ8076",NA,1673
"AMD A6-6310 APU",NA,1673
"Spreadtrum SC9863A Board",NA,1671
"AMD A4-6250J APU",NA,1671
"AMD Phenom II X920 Quad-Core",NA,1669
"Mediatek MT8768WE",NA,1667
"Qualcomm MSM8996PRO-AB",NA,1667
"AMD A6-5200 APU",NA,1665
"Intel Core i3-4005U @ 1.70GHz",NA,1663
"AMD PRO A6-9500E",74,1662
"Intel Core i3-560 @ 3.33GHz",60,1662
"AMD A10-4655M APU",NA,1658
"Intel Pentium G3240T @ 2.70GHz",NA,1657
"Intel Core i7-720QM @ 1.60GHz",299.95,1656
"AMD Phenom 9550 Quad-Core",23.1,1656
"AMD A4-7210 APU",NA,1656
"MediaTek MT6765G",NA,1656
"Intel Core i3-4010U @ 1.70GHz",124.95,1655
"Intel Core i3-4030Y @ 1.60GHz",NA,1654
"ARM Falkor V1/Kryo 8 Core 1900 MHz",NA,1652
"AMD PRO A4-8350B",28.99,1651
"AMD Phenom X4 Quad-Core GP-9600",NA,1649
"AMD A4 PRO-3340B",NA,1645
"Intel Core M-5Y10 @ 0.80GHz",NA,1644
"AMD PRO A6-8570E",NA,1642
"AMD A6 PRO-7400B",NA,1640
"AMD A8-7100 APU",NA,1638
"Nvidia Tegra T210",NA,1635
"Intel Core i3-3110M @ 2.40GHz",69.95,1635
"Intel Celeron G1820T @ 2.40GHz",42,1631
"AMD A8-3510MX APU",77.11,1631
"AMD A6-7400K APU",85.23,1631
"AMD Athlon II X3 435",159.95,1630
"AMD Embedded R-Series RX-216GD",NA,1628
"AMD Athlon X3 445",NA,1626
"MediaTek MT6762V/CB",NA,1620
"Intel Core i5 E 520 @ 2.40GHz",NA,1619
"AMD A6-6400B APU",NA,1616
"Intel Pentium G2120T @ 2.70GHz",NA,1613
"High Performance Datacenter v",NA,1610
"Intel Core i3-550 @ 3.20GHz",12.99,1610
"AMD A8-3530MX APU",NA,1608
"MT6755V/W",NA,1608
"AMD Phenom 9600 Quad-Core",39.99,1607
"Intel Celeron 2000E @ 2.20GHz",NA,1607
"MediaTek MT6797T",NA,1605
"Intel Pentium G3220T @ 2.60GHz",40.27,1605
"AMD A6-8550",NA,1604
"AMD GX-416RA SOC",NA,1604
"Mediatek MT6765V/XBA",NA,1603
"AMD PRO A6-8500B",NA,1601
"Spreadtrum T310",NA,1601
"AMD Phenom FX-5000 Quad-Core",NA,1599
"Hisilicon Kirin 935",NA,1599
"Intel Pentium G2010 @ 2.80GHz",22.97,1599
"Z3-6540M@2.1GHz",NA,1599
"ZHAOXIN KaiXian KX-6640MA@2.1+GHz",NA,1597
"Intel Core i5-4220Y @ 1.60GHz",NA,1591
"AMD Embedded G-Series GX-420GI Radeon R7E",NA,1590
"AMD Phenom 9350e Quad-Core",3382.07,1590
"Intel Core i5-3339Y @ 1.50GHz",NA,1589
"Qualcomm MSM8953",NA,1589
"Samsung Exynos 7884",NA,1587
"AMD Phenom II N950 Quad-Core",112.6,1587
"AMD Phenom II N930 Quad-Core",129.95,1584
"Intel Pentium G2030T @ 2.60GHz",130.5,1581
"Intel Pentium 4415Y @ 1.60GHz",161,1581
"ARM phytium FT1500a 4 Core 2000 MHz",NA,1579
"MediaTek MT6763V/V",NA,1578
"AMD Athlon II X3 425",58.34,1576
"Intel Celeron G1840T @ 2.50GHz",NA,1576
"AMD A6-6420K APU",149.99,1576
"Qualcomm Technologies, Inc MSM8996pro",NA,1575
"AMD Phenom II X3 720",64.45,1575
"Intel Core2 Quad Q9000 @ 2.00GHz",120.79,1575
"MediaTek MT6762V/WD",NA,1573
"Intel Pentium G3320TE @ 2.30GHz",NA,1570
"AMD A8-5545M APU",NA,1567
"AMD Phenom X2 Dual-Core GE-5060",NA,1566
"Qualcomm Technologies, Inc APQ8094",NA,1564
"ZHAOXIN KaiXian KX-6640MA@2.2+GHz",NA,1561
"Intel Celeron G1830 @ 2.80GHz",65,1560
"Intel Celeron G1620 @ 2.70GHz",49,1560
"Intel Core i5-4210Y @ 1.50GHz",NA,1559
"Intel Core i5-4200Y @ 1.40GHz",NA,1558
"AMD Athlon II X3 420e",116.15,1557
"MT6755V/C",NA,1554
"Intel Celeron J4005 @ 2.00GHz",168.75,1553
"Intel Celeron N4020 @ 1.10GHz",NA,1552
"AMD Phenom II X3 710",169,1551
"AMD A6-6420B APU",NA,1550
"Intel Xeon E5335 @ 2.00GHz",17.77,1549
"AMD Phenom 9500 Quad-Core",29.99,1549
"ZHAOXIN KaiXian ZX-C+ C4700@2.0GHz",NA,1547
"ARM Cortex-A73 4 Core 1900 MHz",NA,1547
"AMD Opteron 1352",135.99,1547
"Intel Pentium G870 @ 3.10GHz",77,1546
"MediaTek MT6762V/WR",NA,1545
"MT6763V/B",NA,1544
"Intel Atom x6414RE @ 1.50GHz",55,1544
"AMD A4 PRO-7350B",NA,1544
"Intel Celeron G1620T @ 2.40GHz",42,1541
"AMD R-460L APU",NA,1538
"AMD Phenom II X3 B73",75,1538
"QTI SDM439",NA,1537
